,idx_test,idx_neigh_train,label_train
2668,17730,12685,0
2669,23245,5903,1
2670,4574,3181,0
2671,18488,3446,1
2672,23256,11,1
2673,9052,3680,1
2674,17659,400,0
2675,575,4029,0
2676,16536,15253,0
2677,907,5574,1
2678,14018,9190,1
2679,346,4257,1
2680,9578,735,0
2681,13346,1922,0
2682,22106,2223,1
2683,16706,9013,0
2684,11521,7891,0
2685,11581,11874,0
2686,5980,2621,0
2687,10444,6031,1
2688,3184,243,0
2689,913,491,1
2690,15258,3264,1
2691,15973,250,1
2692,14994,46,0
2693,10144,13332,1
2694,509,642,1
2695,22567,12372,1
2696,11251,1091,1
2697,9355,1105,0
2698,10329,2270,1
2699,15013,2570,0
2700,13347,1922,0
2701,9252,664,0
2702,8505,2802,0
2703,3929,15565,0
2704,22298,6494,1
2705,19648,10674,1
2706,16158,464,0
2707,7451,7890,0
2708,438,6859,1
2709,20294,6141,1
2710,15570,5915,0
2711,20329,6519,1
2712,10968,4608,1
2713,7735,13000,1
2714,21162,10804,0
2715,19969,2481,0
2716,2528,261,1
2717,13566,5723,0
2718,21056,3590,1
2719,3265,5404,1
2720,7353,2330,1
2721,15944,6588,1
2722,12503,11732,0
2723,7554,2645,0
2724,6933,3170,1
2725,6925,732,1
2726,22755,15006,1
2727,21770,14233,0
2728,2947,4983,1
2729,20465,1240,1
2730,10321,1258,1
2731,14662,5430,1
2732,2115,577,0
2733,12633,10026,1
2734,674,4898,1
2735,13250,2883,0
2736,10246,294,1
2737,251,639,1
2738,11603,3528,0
2739,13583,15065,0
2740,9482,8682,0
2741,1450,1266,1
2742,14498,3118,0
2743,5214,11203,1
2744,12181,14226,0
2745,6332,4345,1
2746,7729,426,1
2747,15772,194,0
2748,15705,4917,1
2749,9514,9391,0
2750,17906,14216,1
2751,3274,5305,1
2752,10581,5483,1
2753,18152,6128,1
2754,10075,11836,1
2755,7660,12064,1
2756,11175,15032,0
2757,18969,2685,1
2758,263,1726,1
2759,22727,480,1
2760,5459,180,1
2761,21016,10852,1
2762,1097,770,1
2763,12034,7188,0
2764,10764,9300,0
2765,7318,351,0
2766,9517,1603,0
2767,8049,2268,0
2768,17325,4466,1
2769,14202,9653,1
2770,733,2183,1
2771,1065,865,1
2772,21875,5155,1
2773,18100,4153,0
2774,17428,13137,1
2775,12890,13035,1
2776,14499,10295,1
2777,15278,8380,0
2778,18153,8556,0
2779,9683,490,1
2780,5940,338,1
2781,6087,1858,1
2782,17598,1638,0
2783,10356,9461,1
2784,21370,12458,1
2785,11082,4386,1
2786,21383,13902,0
2787,538,9007,0
2788,6165,5101,0
2789,15418,4082,1
2790,22554,7854,1
2791,8582,4455,1
2792,15484,14993,1
2793,23019,3776,1
2794,2546,3097,1
2795,11681,4522,1
2796,20048,5414,1
2797,4824,2763,1
2798,6466,9189,1
2799,14525,1479,1
2800,10249,15357,1
2801,5163,2047,1
2802,12273,3875,1
2803,19754,5633,0
2804,16073,4076,1
2805,3261,7081,0
2806,10445,6031,1
2807,8704,7707,1
2808,13942,12720,1
2809,6663,828,1
2810,1815,2551,1
2811,21892,8316,1
2812,17377,11785,0
2813,8628,9370,1
2814,3848,11697,1
2815,21437,9942,0
2816,290,4257,1
2817,21948,14875,1
2818,22306,1316,0
2819,7569,1025,0
2820,16238,2888,1
2821,15744,12292,1
2822,17735,2007,0
2823,13052,665,1
2824,15426,1001,1
2825,9575,7275,0
2826,4955,9873,1
2827,6346,1282,0
2828,9568,735,0
2829,22834,148,0
2830,3382,7526,1
2831,10575,1387,0
2832,1504,6408,1
2833,11686,1257,1
2834,16135,9174,0
2835,12137,3581,0
2836,5460,12609,1
2837,2885,8965,1
2838,9926,2416,1
2839,7305,1135,0
2840,18600,8554,0
2841,6650,11767,1
2842,12193,7474,0
2843,7306,10462,0
2844,18250,3031,1
2845,3971,960,0
2846,11127,4507,1
2847,10137,12493,1
2848,14360,3842,1
2849,2752,5607,1
2850,11535,13911,0
2851,13484,8372,1
2852,6501,3064,1
2853,15513,11968,0
2854,3739,2154,1
2855,8082,9402,1
2856,16824,6676,0
2857,16090,1668,1
2858,708,9034,1
2859,8483,330,1
2860,9909,13202,1
2861,5070,1655,0
2862,9006,10542,1
2863,433,685,1
2864,12095,12117,0
2865,23260,13841,1
2866,8622,2908,1
2867,18595,6720,1
2868,20105,4923,1
2869,14143,6673,1
2870,14244,2839,0
2871,3778,7237,1
2872,1535,9520,1
2873,16424,11066,0
2874,1272,10919,0
2875,10243,7623,1
2876,11500,7502,1
2877,12019,8931,1
2878,10224,15460,1
2879,14634,9304,1
2880,17466,4133,1
2881,22962,4469,1
2882,22882,7458,0
2883,19702,3287,1
2884,10520,1973,0
2885,23003,8796,1
2886,13240,5361,0
2887,12971,14969,1
2888,12696,1261,1
2889,5477,3191,0
2890,11507,8304,1
2891,11021,4274,0
2892,12256,5489,1
2893,19003,7482,0
2894,15030,10530,1
2895,21044,1981,1
2896,8187,5401,0
2897,17140,9954,0
2898,5804,2649,0
2899,16024,572,1
2900,11315,14794,0
2901,10557,6127,0
2902,17767,13484,1
2903,4159,2977,0
2904,22684,4733,1
2905,10087,12664,1
2906,5354,12167,1
2907,19950,1188,0
2908,3286,50,1
2909,16949,2195,1
2910,5305,3273,1
2911,21943,5788,1
2912,21587,4923,1
2913,22868,3733,1
2914,15071,12339,1
2915,22947,14360,0
2916,19035,1308,0
2917,14861,1391,1
2918,11895,781,1
2919,13797,7181,1
2920,6561,7144,1
2921,14335,9054,1
2922,12487,1484,0
2923,11923,582,0
2924,19931,2136,1
2925,6836,2200,1
2926,4510,2341,1
2927,8238,4992,0
2928,18968,2685,1
2929,18871,1018,0
2930,308,10859,1
2931,14492,7712,0
2932,15085,6402,1
2933,21668,3424,0
2934,10455,4486,0
2935,7782,7008,1
2936,12400,3364,1
2937,14864,9206,1
2938,19763,1778,1
2939,3995,3387,0
2940,20683,8924,0
2941,17361,3222,1
2942,5971,6190,0
2943,16975,7447,1
2944,14225,3593,1
2945,20139,4327,1
2946,4519,10757,1
2947,7661,12064,1
2948,20403,6359,0
2949,20389,6477,1
2950,7653,4079,1
2951,21300,11018,1
2952,2981,4314,1
2953,2405,1147,1
2954,11935,7281,1
2955,22224,196,0
2956,18550,1259,1
2957,6293,2752,0
2958,4085,3105,1
2959,351,8990,1
2960,14583,1208,1
2961,12125,5283,0
2962,6136,10486,1
2963,22601,1851,1
2964,12421,5591,1
2965,7858,3114,1
2966,16581,1816,1
2967,8373,4269,0
2968,16383,12946,1
2969,2267,7779,0
2970,4774,5425,0
2971,7649,4079,1
2972,1166,9173,0
2973,9097,7964,1
2974,7898,2004,0
2975,20479,9570,1
2976,22316,2721,1
2977,22898,6735,0
2978,13967,9454,1
2979,22320,1522,1
2980,18113,4632,0
2981,16160,1312,0
2982,19743,6965,1
2983,3318,5571,0
2984,2332,14563,1
2985,14699,3320,1
2986,18916,10451,0
2987,19219,5042,0
2988,5575,5524,0
2989,720,3929,1
2990,12374,275,1
2991,54,14764,1
2992,13274,8459,1
2993,11393,297,1
2994,15080,2626,1
2995,6624,3089,0
2996,3707,4368,0
2997,9296,458,1
2998,16208,12202,1
2999,21978,15424,1
3000,14121,3547,1
3001,3441,3276,0
3002,19833,11509,1
3003,3189,2926,0
3004,2325,1915,1
3005,19682,2086,1
3006,15455,2116,1
3007,478,3492,1
3008,1371,4492,1
3009,18138,4989,0
3010,230,5021,1
3011,12976,13630,1
3012,8583,4455,1
3013,2564,1100,0
3014,1205,12376,0
3015,6244,529,0
3016,10545,5506,0
3017,16201,1445,1
3018,15537,6695,0
3019,3077,1012,0
3020,15067,6490,1
3021,17488,2805,0
3022,3073,8320,0
3023,13577,925,0
3024,3222,8196,0
3025,2350,12425,1
3026,15065,12088,1
3027,11206,2055,1
3028,194,9587,1
3029,9693,4712,1
3030,17656,1305,0
3031,10317,2403,1
3032,19574,3674,1
3033,11304,14061,0
3034,18054,3399,1
3035,7153,1600,0
3036,5215,11203,1
3037,16445,2636,1
3038,1870,2551,1
3039,13762,321,1
3040,8094,7385,1
3041,21321,9365,0
3042,7555,2645,0
3043,18158,11464,0
3044,13205,3356,1
3045,16601,3442,1
3046,586,12805,1
3047,12308,574,1
3048,3931,960,0
3049,6914,6801,1
3050,10959,531,1
3051,3043,1977,1
3052,15753,9807,1
3053,15593,12257,1
3054,18748,7376,1
3055,17324,6299,1
3056,513,10000,0
3057,9845,535,1
3058,16417,6966,0
3059,7131,8563,0
3060,20966,2867,1
3061,21844,4906,1
3062,1911,4832,1
3063,11872,9693,1
3064,15880,9033,1
3065,20805,12175,1
3066,311,2822,1
3067,12540,3335,0
3068,1187,14638,0
3069,4707,5863,0
3070,20440,4875,0
3071,11356,12299,1
3072,5182,10442,1
3073,5979,2621,0
3074,1347,4558,0
3075,23240,9521,1
3076,17056,12833,1
3077,11339,15093,1
3078,20089,3562,0
3079,11265,14406,0
3080,19523,10801,0
3081,4972,7094,0
3082,9668,7283,1
3083,5357,12167,1
3084,13925,11876,1
3085,17194,3506,1
3086,7302,4100,1
3087,13857,9718,1
3088,12681,5508,1
3089,6428,5603,0
3090,13118,1064,1
3091,2133,136,1
3092,4372,4787,1
3093,9722,2335,1
3094,4989,5535,0
3095,12801,1302,1
3096,17705,1136,1
3097,10186,501,1
3098,8629,9370,1
3099,826,9989,1
3100,19753,4987,1
3101,2930,10687,0
3102,4156,8167,0
3103,6648,14194,0
3104,12252,4080,1
3105,17172,2611,1
3106,5098,11488,0
3107,1158,7498,0
3108,16350,11147,0
3109,23190,14994,1
3110,5198,2184,0
3111,7178,1923,1
3112,6551,8816,1
3113,9680,4671,1
3114,819,8244,1
3115,18468,2366,1
3116,4842,3566,1
3117,3383,7526,1
3118,8048,51,0
3119,12302,1496,1
3120,21254,4511,1
3121,13692,3601,1
3122,4540,5162,1
3123,22917,8351,1
3124,17436,11414,1
3125,18870,1018,0
3126,3106,12600,0
3127,4344,11808,0
3128,14375,12557,0
3129,1640,565,1
3130,17724,11245,0
3131,12422,2488,0
3132,3525,3731,0
3133,16129,4904,1
3134,23212,774,1
3135,5811,2818,0
3136,11406,7064,0
3137,16801,3281,1
3138,22757,10701,1
3139,10132,7426,1
3140,18897,604,1
3141,15027,6334,1
3142,19314,15408,0
3143,3843,2835,1
3144,3507,15154,1
3145,14907,5111,0
3146,13836,5071,0
3147,1729,5335,0
3148,22895,7369,0
3149,8341,3972,0
3150,20501,13957,1
3151,13939,4565,1
3152,8819,14221,1
3153,8686,339,1
3154,9012,13315,1
3155,16718,4753,1
3156,21609,344,0
3157,7007,3443,1
3158,218,1716,1
3159,3366,8916,0
3160,4291,4825,0
3161,3418,10592,1
3162,2380,282,1
3163,20898,5715,0
3164,10438,5981,1
3165,5887,13091,1
3166,8398,11406,0
3167,2876,6470,1
3168,22412,6561,0
3169,2687,539,0
3170,14085,9550,1
3171,6148,2752,0
3172,15413,6585,1
3173,21159,2859,1
3174,11734,6060,1
3175,21355,891,0
3176,19685,800,0
3177,23277,3636,0
3178,8268,1230,0
3179,22014,10048,1
3180,3798,14503,1
3181,12216,2336,1
3182,20724,9706,1
3183,2420,8896,1
3184,13559,6459,0
3185,10700,11273,0
3186,5557,4208,0
3187,17781,1743,1
3188,7602,9952,1
3189,8362,14258,0
3190,17801,3033,1
3191,7029,320,0
3192,6270,3061,0
3193,7721,7862,1
3194,6753,9161,1
3195,19832,11509,1
3196,5716,3508,0
3197,7985,7035,1
3198,12626,1855,1
3199,23159,3666,1
3200,16331,14826,0
3201,13371,1922,0
3202,7934,12169,1
3203,6977,3710,1
3204,11316,10314,1
3205,18451,8334,1
3206,1393,7524,1
3207,16728,14529,1
3208,962,1532,1
3209,17057,4006,0
3210,10429,381,1
3211,8761,4267,1
3212,664,674,1
3213,5043,3965,0
3214,5657,1631,0
3215,18014,6187,0
3216,327,3919,1
3217,3699,11952,1
3218,10301,1769,1
3219,16006,4067,1
3220,18616,1503,1
3221,10544,689,0
3222,20108,13410,1
3223,8845,4016,1
3224,13361,2375,1
3225,21345,6329,1
3226,20209,694,1
3227,3402,6368,0
3228,11105,14556,1
3229,10463,4212,0
3230,3840,545,0
3231,16790,6967,1
3232,18497,4342,1
3233,19598,11992,0
3234,3941,10716,0
3235,20776,11895,1
3236,8193,724,0
3237,11359,4556,1
3238,3635,6935,1
3239,13592,2101,0
3240,17003,8677,1
3241,9688,11805,0
3242,3315,3491,0
3243,15811,11469,0
3244,2457,3701,1
3245,5621,14466,0
3246,3000,4041,1
3247,19162,5193,0
3248,22610,10804,0
3249,18413,7697,1
3250,5589,2426,0
3251,101,8308,1
3252,12525,3024,0
3253,11499,5017,1
3254,6544,20,1
3255,20502,13957,1
3256,7747,3068,1
3257,12092,7368,0
3258,3634,6935,1
3259,5689,3965,0
3260,16217,15534,1
3261,2403,6786,1
3262,7916,1739,1
3263,15704,1789,0
3264,7495,3943,0
3265,11449,15414,0
3266,16963,15160,1
3267,15297,5098,1
3268,4072,163,1
3269,4059,14252,1
3270,2109,3011,1
3271,17253,5450,1
3272,4843,15025,1
3273,12968,3902,1
3274,21522,1316,0
3275,20171,13900,1
3276,410,9041,1
3277,12830,14739,1
3278,11289,5374,0
3279,16401,1156,1
3280,18124,8959,1
3281,6062,5206,1
3282,18303,8982,0
3283,2189,11560,1
3284,15662,6184,1
3285,19876,13269,1
3286,14363,11851,1
3287,5306,15606,1
3288,11176,15032,0
3289,18637,11781,1
3290,5683,9982,0
3291,3769,7421,1
3292,10803,353,0
3293,12594,13673,1
3294,20242,7389,1
3295,3246,260,0
3296,313,9041,1
3297,16695,9117,1
3298,6306,355,0
3299,21544,3009,0
3300,11029,8975,1
3301,1788,4873,1
3302,7826,12490,1
3303,2299,444,0
3304,18365,1861,1
3305,5743,13327,0
3306,11506,2014,0
3307,6484,3418,1
3308,21144,11537,1
3309,10798,8468,0
3310,20178,8030,1
3311,10010,170,1
3312,22880,14708,1
3313,13924,11876,1
3314,15041,1045,0
3315,15947,5615,1
3316,18513,2130,1
3317,4037,2081,1
3318,12058,11144,1
3319,3115,9638,0
3320,6280,4138,0
3321,3426,6037,1
3322,18609,7140,1
3323,5528,1738,1
3324,18166,519,0
3325,16155,10435,1
3326,7395,8347,0
3327,15461,5347,1
3328,9061,3154,1
3329,2319,1714,0
3330,9887,6426,1
3331,9231,6042,1
3332,9278,12691,1
3333,3062,1593,0
3334,6069,4705,1
3335,6187,3571,0
3336,1006,5308,1
3337,5245,3845,0
3338,21908,3151,1
3339,7134,10549,0
3340,19090,7300,1
3341,15594,3936,1
3342,10711,3035,1
3343,5533,7600,1
3344,7755,7262,1
3345,6778,7455,1
3346,3588,2100,0
3347,2247,3190,0
3348,18057,3399,1
3349,6672,13792,1
3350,5653,7469,0
3351,4226,3132,0
3352,15580,2803,0
3353,3532,6732,1
3354,22575,2449,0
3355,20706,6198,0
3356,12483,4290,0
3357,20443,9798,0
3358,9939,6426,1
3359,618,6013,1
3360,20307,963,1
3361,15702,8650,0
3362,19517,6656,0
3363,6128,6351,1
3364,127,12410,1
3365,1355,7538,0
3366,21278,10581,1
3367,9527,12764,0
3368,9380,3440,1
3369,13827,5686,1
3370,5414,14618,1
3371,8673,7216,1
3372,3813,13752,1
3373,4393,4759,0
3374,12700,526,1
3375,11123,4507,1
3376,14804,5742,1
3377,14704,4019,1
3378,4322,6581,0
3379,23292,13720,1
3380,6231,6711,0
3381,17753,9717,0
3382,16711,1866,1
3383,10995,1369,1
3384,3102,1448,1
3385,59,7983,1
3386,21866,11930,1
3387,18535,4771,1
3388,4265,4083,0
3389,6703,4284,1
3390,17577,8559,1
3391,4191,11794,0
3392,12821,8273,1
3393,1163,8994,0
3394,19429,9215,0
3395,2458,3701,1
3396,22090,10394,1
3397,5597,10099,0
3398,18022,14094,0
3399,11272,14406,0
3400,12086,7743,0
3401,7568,796,0
3402,7949,1723,1
3403,3053,12575,1
3404,15382,3992,1
3405,16098,9316,1
3406,5405,6606,1
3407,19377,10173,1
3408,14989,2749,0
3409,14641,6724,1
3410,19438,8362,1
3411,3350,6727,1
3412,7341,5047,0
3413,15077,2134,0
3414,19586,8192,1
3415,19353,10114,0
3416,11883,7741,1
3417,3509,2710,1
3418,7722,4998,1
3419,22822,3422,1
3420,15003,2570,0
3421,18750,7376,1
3422,6206,3219,0
3423,16421,3823,0
3424,21340,860,1
3425,2140,11657,1
3426,15930,6219,1
3427,8280,6008,0
3428,10407,1952,1
3429,6091,14806,1
3430,18993,8927,0
3431,610,2267,1
3432,18118,2902,1
3433,16867,8221,0
3434,457,2236,1
3435,12049,11649,0
3436,2698,2343,0
3437,643,2379,1
3438,15529,935,1
3439,12699,515,1
3440,15816,1224,0
3441,8670,7216,1
3442,3616,7513,0
3443,22879,4261,1
3444,17499,390,1
3445,16225,10755,0
3446,3694,5540,1
3447,4447,13649,0
3448,20917,12659,1
3449,21758,570,1
3450,7152,1600,0
3451,4031,14334,1
3452,18511,117,0
3453,5045,4047,0
3454,13477,12250,1
3455,12438,4453,1
3456,20812,5237,0
3457,2527,1680,1
3458,5483,5225,0
3459,2174,752,1
3460,11728,3254,1
3461,11638,14805,1
3462,12321,5562,1
3463,10991,1072,1
3464,16367,858,0
3465,15856,300,1
3466,19622,12159,0
3467,16649,4400,1
3468,20967,10634,1
3469,12117,9211,1
3470,19365,8958,0
3471,10018,325,1
3472,1606,10680,1
3473,17963,3300,1
3474,8375,2171,0
3475,16640,4352,0
3476,9427,10826,0
3477,21802,1672,1
3478,360,14049,0
3479,8395,11406,0
3480,18581,3318,1
3481,2910,3441,1
3482,20701,306,1
3483,8364,14258,0
3484,11806,8003,1
3485,2199,15337,1
3486,13213,3026,0
3487,17233,2910,1
3488,9893,1273,1
3489,22050,8232,0
3490,8403,7987,1
3491,20336,10296,1
3492,13720,10554,1
3493,21676,15016,0
3494,11997,11410,1
3495,19529,15157,1
3496,459,1954,1
3497,16192,11700,0
3498,20188,2799,0
3499,8657,2530,1
3500,16265,1747,1
3501,6682,8806,1
3502,18282,2088,0
3503,4634,295,1
3504,14063,3411,0
3505,18608,7140,1
3506,21970,9563,1
3507,16427,11066,0
3508,1522,5564,1
3509,16381,14400,1
3510,4343,609,0
3511,20512,12716,0
3512,19137,1113,1
3513,9400,725,0
3514,10548,1832,0
3515,22429,3884,1
3516,2182,3635,1
3517,17583,13660,1
3518,22026,4667,0
3519,21001,8597,1
3520,22743,1239,1
3521,15621,2325,0
3522,5572,15417,0
3523,12543,8076,0
3524,22098,11324,1
3525,14694,6012,1
3526,1441,5773,1
3527,8889,2900,0
3528,9564,3773,0
3529,9750,2892,1
3530,21028,4501,0
3531,3519,7472,0
3532,7732,8585,1
3533,7033,320,0
3534,3594,2355,1
3535,1808,4416,1
3536,2950,3690,1
3537,12230,7247,1
3538,11149,3156,0
3539,14241,2839,0
3540,18947,12392,1
3541,23111,4854,1
3542,9659,232,0
3543,15685,12724,1
3544,8588,2706,1
3545,13868,7706,1
3546,10580,12420,1
3547,21411,2280,1
3548,4605,2751,1
3549,13681,8401,1
3550,180,6176,1
3551,21323,9365,0
3552,14784,8137,0
3553,6920,3899,1
3554,8103,9248,0
3555,10883,7157,0
3556,4702,13786,0
3557,13412,3819,0
3558,7582,700,1
3559,22004,10037,1
3560,17898,2406,1
3561,1796,201,1
3562,1346,6172,0
3563,13038,7756,1
3564,15713,7820,1
3565,14833,11069,1
3566,15400,4904,1
3567,20546,8938,1
3568,6067,1211,0
3569,17075,4333,1
3570,19001,5422,0
3571,10981,3124,1
3572,15136,481,0
3573,14071,12398,1
3574,21240,2287,1
3575,6423,2226,0
3576,4579,2275,0
3577,10113,8681,0
3578,6885,3947,1
3579,3794,5831,1
3580,15143,386,0
3581,10146,13332,1
3582,12518,1619,0
3583,13875,1441,1
3584,20283,6802,1
3585,16010,7312,1
3586,12988,4415,0
3587,11067,3607,1
3588,18350,14171,1
3589,16507,2723,1
3590,17,13265,1
3591,20299,12250,1
3592,655,5395,1
3593,19091,7300,1
3594,3375,7526,1
3595,17215,14405,0
3596,14762,1443,1
3597,12572,6548,0
3598,409,4257,1
3599,21476,6598,1
3600,9704,4023,1
3601,21598,158,1
3602,3899,3485,0
3603,9451,2750,0
3604,20579,3465,1
3605,8939,12196,1
3606,17621,12264,0
3607,2799,391,0
3608,2235,2018,0
3609,11453,7415,0
3610,9653,7636,0
3611,6698,12748,1
3612,12063,7403,0
3613,22984,2445,1
3614,12829,14739,1
3615,20978,4630,1
3616,4115,13621,1
3617,12752,5809,0
3618,21348,6329,1
3619,22980,5009,1
3620,17800,3033,1
3621,9526,1082,0
3622,23105,8923,0
3623,20615,14653,1
3624,17920,8625,1
3625,13311,4144,1
3626,10372,1358,1
3627,22787,2443,1
3628,6891,4641,0
3629,17581,13660,1
3630,8256,63,0
3631,22919,8351,1
3632,12160,8532,0
3633,17378,10210,0
3634,19973,5720,0
3635,4600,8343,0
3636,3233,99,0
3637,21748,1911,1
3638,14912,2889,1
3639,5351,12167,1
3640,2619,5783,1
3641,5217,3845,0
3642,2519,2827,1
3643,11839,15511,1
3644,18763,6842,1
3645,8037,9844,1
3646,11150,15144,0
3647,22325,7841,1
3648,10277,1146,1
3649,5846,6223,0
3650,14392,9129,0
3651,8849,14177,1
3652,7828,8138,1
3653,9711,10046,1
3654,1748,5940,0
3655,19860,7070,1
3656,11212,618,1
3657,17604,139,0
3658,15004,2570,0
3659,584,12805,1
3660,3169,8378,0
3661,17249,9548,1
3662,7160,1263,1
3663,17473,8500,1
3664,18547,14064,1
3665,17145,6740,1
3666,3437,10998,0
3667,11167,12849,0
3668,17584,2389,1
3669,15122,9515,0
3670,5658,2181,0
3671,22071,4890,1
3672,2644,10257,1
3673,2315,4817,0
3674,19235,7765,0
3675,2074,10409,1
3676,7775,9652,1
3677,19879,13892,1
3678,8815,7558,1
3679,8685,339,1
3680,18473,12934,1
3681,13075,13567,1
3682,695,3293,1
3683,18676,10166,0
3684,13996,5418,1
3685,15528,935,1
3686,16102,11304,1
3687,11000,696,0
3688,3974,2400,1
3689,1020,12370,1
3690,4296,997,0
3691,17866,1145,0
3692,9463,4480,1
3693,3518,1750,0
3694,14181,2809,1
3695,13974,12997,0
3696,9201,2405,1
3697,19509,15206,1
3698,8573,6894,1
3699,2712,14288,1
3700,17917,2490,0
3701,7112,11189,1
3702,3706,4392,0
3703,21603,2586,1
3704,18586,14568,1
3705,16375,9829,1
3706,5277,617,1
3707,13367,1922,0
3708,13102,4168,1
3709,7298,9787,0
3710,4688,3629,0
3711,19599,11992,0
3712,3494,1535,1
3713,14773,7692,1
3714,22614,10355,1
3715,17464,9396,1
3716,12832,14739,1
3717,19165,7585,1
3718,10369,1358,1
3719,11195,12489,0
3720,2571,3018,1
3721,9414,2364,0
3722,10194,7864,1
3723,1084,10150,0
3724,22089,10394,1
3725,1366,13613,0
3726,15590,7163,0
3727,3673,276,1
3728,13082,2245,1
3729,3433,774,1
3730,17222,3224,0
3731,9709,10169,1
3732,17311,3050,0
3733,1624,8719,1
3734,18995,13023,0
3735,17977,122,1
3736,22240,6117,1
3737,11788,13829,0
3738,4013,4886,1
3739,8316,12440,0
3740,5601,9873,1
3741,22652,8061,1
3742,18205,3475,1
3743,3122,10587,1
3744,19998,6996,0
3745,12896,1754,0
3746,790,1966,1
3747,22380,4906,1
3748,499,2761,1
3749,15903,5937,1
3750,14186,7824,0
3751,335,11039,1
3752,16411,8384,1
3753,2075,10409,1
3754,20612,3636,0
3755,2136,14053,0
3756,7888,2106,1
3757,22540,8909,1
3758,21071,2767,1
3759,4472,1935,1
3760,9251,311,1
3761,6258,331,1
3762,18398,12157,1
3763,4220,2395,0
3764,8010,5096,1
3765,2621,5783,1
3766,20907,14433,1
3767,7477,3708,1
3768,8058,4803,0
3769,4667,10862,0
3770,17414,1890,0
3771,14076,7763,1
3772,8589,2264,1
3773,5719,8203,0
3774,3479,1556,1
3775,15017,628,0
3776,3362,9474,1
3777,22441,656,0
3778,17232,6131,1
3779,4246,746,0
3780,5343,14684,0
3781,8658,3306,1
3782,3398,7123,1
3783,21890,8316,1
3784,3615,1370,0
3785,2003,542,0
3786,14120,3547,1
3787,14822,12048,1
3788,9254,5128,0
3789,4110,76,1
3790,15987,1171,1
3791,15844,2596,1
3792,3806,3415,1
3793,14971,6679,0
3794,6518,4325,1
3795,22800,3046,1
3796,5916,6345,0
3797,6878,3765,1
3798,9976,2853,1
3799,11732,6060,1
3800,6868,876,0
3801,1703,9783,1
3802,22924,7468,1
3803,15737,3568,1
3804,15059,13912,1
3805,16591,882,1
3806,7337,897,0
3807,16292,8107,0
3808,4771,8815,0
3809,9754,6145,1
3810,20385,2328,1
3811,1202,4709,0
3812,4877,690,1
3813,5709,12555,0
3814,31,2122,1
3815,697,3293,1
3816,18063,7020,1
3817,6248,529,0
3818,3686,365,1
3819,5244,5670,1
3820,631,12074,1
3821,8604,12291,1
3822,11574,1271,0
3823,22409,5893,0
3824,14185,4833,0
3825,13420,9046,1
3826,7277,2330,1
3827,11644,13960,0
3828,635,2843,0
3829,6892,4641,0
3830,12520,1619,0
3831,21067,2719,0
3832,21584,2598,1
3833,8758,1721,1
3834,19490,1920,0
3835,4894,8417,1
3836,8477,11677,1
3837,3817,9239,1
3838,6545,20,1
3839,14860,13998,1
3840,4203,1540,0
3841,13640,7569,1
3842,14855,374,0
3843,6267,1808,0
3844,10888,8930,1
3845,6909,1859,0
3846,16603,450,1
3847,2900,5494,1
3848,16467,3534,1
3849,4010,9688,1
3850,21688,3683,1
3851,19433,5276,0
3852,20523,8255,1
3853,14778,4515,1
3854,15344,14516,1
3855,2386,282,1
3856,18470,3243,1
3857,12585,1608,1
3858,9737,2698,1
3859,12794,951,0
3860,15172,8865,0
3861,12072,3828,0
3862,21206,10502,0
3863,19212,1632,0
3864,23248,5903,1
3865,3388,5619,0
3866,3310,1756,1
3867,20980,5933,1
3868,19289,1762,0
3869,8069,4350,0
3870,16302,9083,1
3871,10297,10083,1
3872,11420,3807,1
3873,21654,14162,1
3874,13619,4312,0
3875,14569,688,0
3876,10275,10603,1
3877,3638,11463,0
3878,13825,835,1
3879,20414,9736,1
3880,8931,10841,1
3881,19396,6300,1
3882,11502,7502,1
3883,9559,1612,0
3884,9442,2824,0
3885,115,341,1
3886,928,12831,1
3887,4152,4415,0
3888,16025,9926,0
3889,2893,9324,1
3890,14272,9622,0
3891,2498,8910,1
3892,17418,7142,0
3893,6826,2518,1
3894,13194,11164,0
3895,11833,1129,1
3896,23288,227,1
3897,13523,224,1
3898,20143,4755,1
3899,5727,5352,0
3900,7931,10248,1
3901,6626,5516,0
3902,7003,7090,1
3903,6161,3219,0
3904,10949,3588,1
3905,19126,7076,1
3906,1199,5097,0
3907,21228,5573,1
3908,21382,6823,1
3909,21242,5779,1
3910,15403,1514,1
3911,21239,10441,1
3912,15506,14283,1
3913,1692,4149,1
3914,23183,905,1
3915,19133,7217,0
3916,21846,6241,1
3917,14045,3766,1
3918,7228,3341,0
3919,22103,1810,1
3920,15000,6737,0
3921,8525,8385,1
3922,20428,4677,0
3923,6934,3170,1
3924,15024,2739,1
3925,1554,4361,0
3926,13243,15145,0
3927,19367,8046,0
3928,2826,6266,0
3929,6292,1757,0
3930,18782,3444,0
3931,10035,2722,1
3932,12244,5856,1
3933,4704,13786,0
3934,1608,10680,1
3935,9042,5681,1
3936,20181,6627,0
3937,11711,6995,0
3938,5071,1655,0
3939,14921,948,0
3940,22804,11129,1
3941,19427,8181,1
3942,23096,10470,1
3943,3015,713,1
3944,5953,823,0
3945,18987,14048,1
3946,17541,560,1
3947,2988,3220,1
3948,5174,2274,1
3949,12970,14969,1
3950,14093,5833,0
3951,8242,11633,0
3952,8164,6655,0
3953,10645,1799,1
3954,9363,6116,1
3955,18219,869,1
